Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linepasteur,linepig,linenutshell,linecpa,lineexcel,linemore,linedunk,linecpa2,linepyth,lineelo,lineeff,linesaggm,linel2,linebmc,linel1,linel2h,linefox,lineca,linebihl,linebmc2,linesage,linesagp,linepi,linemidweek,lineopen,linemds,linecurry,linejohns,linemass,linecoff,linetalis,lineesp,lineturner,linedonchess,linepim,linelog,linepugh,lineshark,linemed,linekerns,linejens,lineash,lineffw,lineburd,linemrr,linedok,linepib,linest,linecovers,lineround,lineclean,linewhatif,linenseye,linerwp,linedwig,lineps,linegametime,lineshadow,linedoi,linexwp,linelinx,linecombo,linegirl,linestjohn,lineppg,linel2to,linelock,linefeng,lineiron,linestd,rscore,date,hscore,date1,week
Minnesota,Green Bay,-9.5,-6.74,-5.58,-8,-5.61,-7.58,-3.98,-9,-10,-9.68,9,-4.78,-7.62,-8.57,-6.54,-8.23,-3.93,-9.02,-9.87,-4.05,-7,-5.65,-14,-9.5,,,-4.69,-8.07,-13.3,-10,-10,-7.17,-13.1,-4.69,-6,-6.62,0.32,-12.9,-2.05,-4.94,-13.6,-5.26,-12.87,-14.4,-7,-10.1,-6.8,-7,-5.5,-19.3,-0.56,-12.86,-13.5,-10,-5,-12,-8.2,-8,-13,-5.82,,-4.2,-8.5,-6,-4.81,-12.9,0.67,-3.39,-1.5,-5.05,-12.9,-4.28,-14,-6.6,-5.92,4.5154138685,24,20052,21,19973,12
N.Y. Giants,Dallas,-3,-3.6,-3.39,-4,-3.64,-3.42,-3.13,0.01,-2,-5.42,-4,-5.06,-5.97,-3.45,-4.75,-3.88,-2.35,-5.01,-3.81,-1.71,-8.83,-9.71,-4,-3,,,-3.37,-2.79,-3.5,-3,-3,-1.16,-3.9,-3.39,-3,-3.53,2.19,-3.6,-4.18,4.56,-3.4,-4.71,-4.65,-10.7,-3.51,-6.7,-2.6,0.01,-3.5,-5.8,3.08,-2.56,-4,-3,-1.75,-4,-1.2,-4,1,-5.53,,-3.9,-1.5,-5,0.27,-5.6,-0.38,-0.81,-0.16,-1.17,-3.6,-2.21,-6,-5.3,-2,2.4994066796,31,20052,28,19973,12
New England,Detroit,7.5,8.86,7.64,7,10.39,10.04,5.89,12,8,17.94,13,8.88,16.74,14.96,6.16,12.11,4.98,9.5,10.88,9.16,7,7,13,7.5,,,7.66,9.86,12.8,7.5,6,8.3,17.3,10.21,11,8.89,9.43,11,3.77,8.23,13.6,5.21,12.1,7.3,9.43,12.7,13.5,7,11.5,20.1,4.5,8.39,13,9,8,10,10.4,7,15.5,5.79,,9,10.5,9,6.71,12.9,6.17,7.19,10.22,5.54,15.5,10.1,4,8.5,9.1,3.5405033595,9,20052,34,19973,12
New Orleans,Baltimore,2.5,-1.21,-0.19,-2,4.98,-0.04,1.38,1,-3.5,5.96,10,-0.9,-1.55,6.86,-2.36,-0.3,-0.78,-1.59,-2.29,1.27,-3.38,1.57,1,2,,,-0.39,-2.59,0.8,3,3,-2.87,1.2,0.31,0.01,-0.63,0.53,-0.1,0.3,1.52,-0.8,-1.48,-2.86,-7.1,-0.19,-3.1,1.1,0.01,-4.5,-0.8,4.5,2.67,0.9,-1.5,-0.5,-5,-0.5,2,-2.5,-1.84,,1.6,0.01,-4,7.75,-6.9,2.77,2.51,-1.46,-2.31,2,1.48,-1,0.3,1.15,3.0065990962,34,20052,27,19973,12
Oakland,Kansas City,-9,-12.43,-12.36,-14,-13.13,-11,-4.08,-9,-9,-15.77,-2,-9.43,-14.43,-16.73,-11.02,-12.76,-6.13,-11.3,-7.53,-5.93,-11.24,-7,-15,-9,,,-15.09,-11.13,-10.4,-9,-7,-9.45,-18,-9.49,-14,-12.67,-8.46,-12.6,-10.25,-6.23,-9.9,-12.86,-14.12,-18.3,-11.13,-13,-13.9,-8,-9,-14.4,-1.94,-7.83,-10.9,-12,-9.25,-17,-15.7,-12,-2.5,-23.92,,-9.2,-11.5,-10,-5.78,-16,-15.74,-5.28,-7.31,-8.52,-6.9,-3.21,-11,-11.7,-8.43,4.2361251741,20,20052,24,19973,12
Philadelphia,Tennessee,12.5,14.72,10.99,16,10.64,12.72,10.58,15,11,15.88,7,14.36,8.43,15.11,12.41,13.81,9.5,13.85,10.44,9.42,13.88,13.15,17,12.5,,,15.64,14.35,14.1,12.5,11,9.28,21.2,13.81,13,14.04,15.33,12.6,14.2,11.71,14.6,11.86,13.73,13,13,12.8,15.2,12,13.5,14.4,4.04,10.46,14.3,12,12.5,15,13.5,8,8.5,11.48,,9.8,13,8,12.2,22.4,13.78,9.36,14.41,14.27,15.1,16.33,12,9.5,10.5,3.0707293123,24,20052,43,19973,12
San Diego,St. Louis,5,7.94,7.18,7,9.14,6.53,7.02,4,7.5,6.23,-3,7.16,1.41,4.67,10.68,2.79,7.91,7.46,10.21,2.43,8.68,7,4,5.5,,,6.45,10.9,7.1,5,6,4.12,3.6,9.81,7,7.37,11.21,-1,6.73,7.22,5.7,0.63,10.07,9.9,7,8.8,7.6,6,-1,-3.1,4.99,5.48,8.3,8,6.75,7,10.3,4,7,6.79,,7.2,7.5,7,10.28,15.5,2.51,5.38,8.84,7.18,5.3,7.15,5,7.3,5.32,3.1719633646,24,20052,27,19973,12
San Francisco,Washington,10,12.32,8.85,12,12.28,10.33,4.41,10,9,6.99,13,7.38,7.09,6.71,6.77,13.22,5.36,11.2,8.42,8.75,6.98,-1.05,16,10,,,14.36,11.02,12.5,10,9,9.59,18.9,12.01,14,11.31,12.22,9.1,7.15,9.77,12.5,11.05,11.21,5.1,10.1,11,15.2,7,12,17.2,9.17,10.84,12.5,9.5,11.25,15,10.1,5,10.5,9.6,,9.5,8.5,13,11.46,16,9.53,12.4,20.19,11.08,2.7,1.21,4,9.7,10.03,3.6478113696,13,20052,17,19973,12
Seattle,Arizona,7.5,-0.94,-1.44,-3,10.43,2.04,3.13,1,-0.5,-0.16,20,-0.35,-0.75,-0.44,1.29,-0.69,1.71,-0.86,3.05,0.68,5.09,6.58,4,6.5,,,-3.55,1.53,4.9,7,6.5,3.79,0.1,0.61,2,-1.74,4.93,-2.4,-2.35,5.54,3.7,-5.94,0.86,-1.6,1.53,6.3,0.7,4,0.01,-0.4,8.87,5.49,4.5,4,0.01,-2,-2.4,-4,-1,-2.72,,3.5,4,3,8.82,6.2,-0.41,3.36,3.52,2.01,4.3,7.24,1,2.1,3.71,3.9042614969,3,20052,19,19973,12
Atlanta,Arizona,0,-6.76,-3.11,-9,-0.84,-4.76,,-3,-6,-4.97,4,-5.59,1.63,-5.2,-1.88,-6.15,-0.01,-5.88,-6,-2.38,-10.83,-1.02,-6,-1,-6.81,,-9.77,-4.36,-3.5,-2.5,-1.5,,-11,-7.35,-7,-7.6,-7.37,-3.2,-7.51,-2.9,-3.1,-14.19,-7.23,-6.6,-5.2,-8.6,-7.1,-4,-6,-6.3,1.8,-2.13,-4.3,-2.5,-5.5,-12,-1.5,-8,-21,-8.53,,-5.2,-1.5,2,2.06,-8.9,-5.06,-5.56,-4.2,-3.11,4,-1.96,1,-7.5,-2.22,4.173035772,18,20059,29,19973,13
Baltimore,San Diego,7,5.12,6.7,3,8.42,5.38,,6,5.5,6.25,24,5.99,3.37,3.79,6.65,3.56,5.51,7.21,4.59,4.27,2.93,8.72,6,7,5.18,,2.61,7.13,7,7,5.5,,4.3,4.05,4,3.42,2.65,5,3.4,5.29,8.6,-0.3,4.91,6.4,5.15,4.4,4.7,6,6.5,5.9,4,6.18,5.7,8.5,4.75,7,0.8,1,0.8,1.21,,3.8,5.5,9,7.55,13.4,3.95,5.37,2.59,3.85,6.55,8.16,6,2.2,5.45,3.2161571272,34,20059,33,19973,13
Buffalo,Cleveland,3,5.36,5.3,5,7.06,5.07,,6,2.5,9.15,5,6.07,0.06,3.75,3.69,6.46,3.25,4.61,7.11,5.64,9.96,4.57,10,3,7.95,,4.58,7.25,6.8,2.5,2,,5.7,7.25,6,4.9,4.51,6.5,1.16,5.37,6.1,2.33,8.91,0.2,5,9.1,7.2,3,0.01,13.6,3.68,1.33,7.1,3,5.75,7,2.4,1,5.1,2.92,,4.3,6,3,3.08,14.1,4.47,1.12,-0.13,4.56,1.64,4.41,1,4.7,4.87,2.9271029232,10,20059,26,19973,13
Dallas,Philadelphia,3,1.02,3.44,2,0.53,1.61,,0.01,6.5,3.85,11,-1.16,0.24,3.06,2.63,0.12,2.84,1.01,4.38,0.74,0.74,6.3,2,3,1.38,,1.17,0.82,0.2,3,3,,-2.4,2.35,1,1.89,-2.88,1.1,2.62,2.39,-0.1,2.41,0.49,1.3,1,1.8,0.9,-3,2.5,0.5,0.96,2.29,0.1,2,1,1,-0.7,-2,7.2,0.46,,2.6,-1,6,4.79,9.6,0.59,2.87,-0.89,0.98,-2.55,0.24,7,1.6,1.05,2.6312385759,33,20059,10,19973,13
Detroit,Chicago,8.5,7.04,4.73,7,6.61,7.37,,7,8.5,13.47,-21,7.12,20.33,11.12,7.98,6.35,5.68,6.29,9.51,4.96,4.23,8.59,12,8.5,9.09,,7.15,7.81,8.8,7.5,7,,8.8,7.75,7,7.67,8.96,8.3,8.52,5.91,7.9,5.82,9.35,5,7.41,5.9,8.5,8,4.5,11.8,3.12,9.53,9.3,8,6.25,11,1,4,17.6,5.19,,8.2,7,1,6.79,12.9,5.85,9.84,6.53,6.62,-1.55,8.49,2,8.2,6.55,5.18239164,17,20059,34,19973,13
Green Bay,New England,3,-1.26,-0.51,-2,-0.12,-0.22,,0.01,3.5,5.75,17,-3.81,6.22,6.31,1.76,-4.69,1.73,-2.15,-1.2,-1.94,-0.06,11.97,0.01,2.5,-0.57,,-1.31,-0.47,-0.6,3,3,,-7.9,-1.75,-3,-0.6,-0.37,-2.7,0.6,2.81,-0.5,-2,-2.71,-1.5,-0.59,-6.5,-3.7,0.01,2.5,-8.6,1.95,1.89,-1.3,0.01,-0.75,-2,-7.2,-1,-8.8,-2.52,,-0.1,-1,1,5.44,8.8,0.06,2.09,-0.75,0.83,1.73,-1.84,4,-2.1,-0.74,4.0648074125,21,20059,26,19973,13
Houston,Tennessee,7.5,11.42,10.23,10,6.32,9.42,,11,10.5,12.09,1,11.68,13.34,10.07,11.15,9.77,8.15,12.51,12.63,7.92,7,8.29,10,7.5,11.53,,10.33,12.07,7.7,7,7,,10.3,11.75,10,9.32,6.01,9.8,9,7.29,8.6,6.58,11.87,12.2,9.63,8.7,11.4,7,9,13.1,2.06,9.1,8,8,9.5,13,10.9,6,16,9.01,,7.5,9.5,8,10.99,17.4,7.19,7.47,3.39,6.32,6.55,9.49,5,7.5,7.08,2.9126712771,21,20059,45,19973,13
Indianapolis,Washington,10.5,14.53,13.21,15,11.26,13.21,,10,16,13.81,40,11.53,7.56,13.16,11.54,11.63,9.16,15.03,13.18,9.44,14.85,3.56,14,10.5,15.52,,14.19,16.49,14,10.5,9.5,,17.2,14.45,14,13.47,10.82,12.3,8.66,8.88,15.6,9.48,16.55,12.9,13.08,14.9,15.3,8,11.5,15.6,6.1,14.84,13.8,16,12.75,19,8,6,12.8,11.2,,9.4,13,13,12.28,26.6,9.16,15.58,16.72,11.1,12.55,11.16,9,9.8,10.47,4.7926049987,27,20059,49,19973,13
Jacksonville,N.Y. Giants,-3,-2.51,-3.65,-6,-7.6,-2.64,,-3,-3.5,-1.09,0.01,-0.94,-4.38,-0.19,-2.44,-2.4,-1.47,-2.16,1.13,1.74,0.15,0.59,-3,-3,-2.77,,-3.43,-1.55,-5.5,-2.5,-1.5,,-2.9,-1.75,-3,-3.7,-5.04,-1,-0.01,2.08,-4.3,-0.08,-4.52,-8.7,-2.8,-5.8,0.01,-5,-0.5,-0.9,-1.37,-2.83,-5.8,-3,-1.5,-5,8.4,-3,1,-5.21,,0.7,-1.5,-6,0.01,-8.7,-1.05,-3.65,-5.45,-2.45,-4.55,5.98,-13,-1.7,-2.58,3.2104287491,24,20059,25,19973,13
Kansas City,Denver,0,1.65,-0.38,0.25,0,1.08,,1,3,5.59,-35,-1.5,0.23,4.01,3.75,1.28,3.66,-0.05,6.44,2.62,-0.95,14.47,2,0,1.77,,1.66,3.22,0.8,0,1,,-0.8,1.55,3,0.78,-2.82,1.5,4.02,1.6,0.4,3.02,1.01,1.7,1.44,-4.2,2.6,-2,-2,0.4,-0.21,-1.07,1.1,1.5,1.75,-1,-4.2,-4,10.8,-0.54,,4.8,1,4,1.6,12.4,4.31,0.94,3.33,0.84,-4.45,7.6,7,3.3,1.38,5.5226593835,29,20059,16,19973,13
Minnesota,Carolina,2.5,4.74,4.15,4,-0.59,4.07,,4,2,10.85,-16,5.16,0.18,8.33,5.32,5.23,4.43,4.75,1.64,6.64,-1.22,0.65,2,3,6.95,,4.31,5.41,2.1,2.5,3,,5.4,5.95,4,5.34,6.49,5.5,5.33,5.32,3.1,-1.05,7.56,2.1,4.28,7.8,7.3,3,5.5,7.1,-1.22,0.49,2.1,4.5,4.25,5,7.6,4,13.4,2.64,,5.5,4,6,4.42,12.1,3.12,3.1,1.31,3.46,-1.14,6.02,3,4,2.92,3.8167349625,13,20059,31,19973,13
N.Y. Jets,Miami,-7,-10.42,-6.82,-10,-10.62,-8.5,,-7,-6.5,-7.32,-4,-8.81,-9.32,-2.76,-9.94,-10.22,-5.82,-13.19,-14.54,-4.78,-7,-14.9,-11,-7,-11.07,,-8,-12.73,-7.5,-7,-5.5,,-12,-7.35,-8,-8.29,-6.97,-8.3,-4.35,,-7.5,-11.44,-14.5,-18.4,-8.29,-12,-9.4,-9,-5,-13.1,1.51,-6.23,-8.5,-9,-8.5,-15,-1.6,-5,-5.7,-8.72,,-4.4,-7.5,-9,-1.64,-20.6,-0.27,-4.62,-5.88,-7.52,-7.82,-11.72,-16,-8.3,-7.47,3.9826978328,16,20059,13,19973,13
Pittsburgh,New Orleans,5,4.68,5.28,6,2.51,4.69,,5,4,9.5,15,5.69,6.53,9.83,4.49,5.25,4,3.78,4.38,5.03,4.56,9.96,4,5,5.15,,6.11,3.55,2.6,4,4,,6.4,4.95,3,6.62,2.35,6,8.06,4.63,4.1,7.49,2.68,1.7,4.28,5.5,5.1,0.01,8.5,8.6,0.09,2.62,2.4,5.5,3.75,4,3.7,3,9.4,3.84,,5.4,3,7,0.91,14.8,2.87,2.06,1.68,4.17,2,6.2,-1,3.9,2.48,2.8596755838,35,20059,32,19973,13
San Francisco,Seattle,0,0.99,1.69,0.25,1.63,-0.5,,1,2.5,-0.6,5,-2.65,3.12,3.69,-1.04,-1.94,0.37,0.88,-6.78,-0.76,-8.38,-3.72,-3,0,-0.13,,2.59,-0.95,-1,0,2,,-2.9,0.15,-2,0.7,-3.26,-4.4,3.63,2.65,-0.2,-2.43,-3.47,-4.9,-0.4,-1.7,0.8,-3,-2.5,-7.2,0.79,-0.08,-1.2,-2,1.5,-3,0.6,-2,4.6,-0.68,,0.01,-2.5,4,2.29,-5.1,4.12,3.81,1.95,0.85,-2.64,-4.71,-3,-1.4,-0.72,2.9397184252,19,20059,3,19973,13
St. Louis,Oakland,7,7.7,5.63,8,6.22,7.25,,8,7.5,9.13,6,5.53,8.52,8.81,5.42,7.73,4.63,6.4,1.03,4.82,3.86,-8.94,12,7,6.14,,10.2,5.63,7,7,7,,12.3,6.35,7,6.98,6.89,7.9,10.15,6.57,7.7,11.79,3.39,5.6,6.79,3.6,9.8,4,8,9.7,4.95,6.2,6.8,5.5,6.25,7,11.8,7,25.7,6.9,,6.1,9,5,10.15,11.3,20.25,4.88,5.14,5.75,5,0.4,2,4.8,6.78,3.7474541623,0,20059,52,19973,13
Tampa Bay,Cincinnati,-3.5,-7.64,-4.49,-10,-8.58,-7.07,,-4,-6,-9.24,-33,-8.45,-1.85,-15.5,-4.09,-6.49,-1.83,-6.63,-7.4,-0.91,-7.37,-16.38,-6,-4,-8.56,,-10.02,-5.55,-5.6,-4,-4,,-12.7,-5.65,-7,-9.5,-10.55,-7.6,-4.96,-4.14,-7.3,-14.61,-10.47,-9.2,-6.56,-7.9,-5.4,-7,-4.5,-7.5,-0.88,-6.15,-6.1,-10.5,-6,-13,3.4,-12,-12.9,-8.81,,-2.7,-4.5,-7,-1.9,-12.6,-2.69,-6.42,-12.75,-4.58,-3.78,-3.32,-3,-5.4,-4.02,4.8191584838,14,20059,13,19973,13
Arizona,Kansas City,0,2.52,3.5,3,3.81,2.28,,5,3,3.34,11,4.91,-1.39,7.57,1.8,1.04,2.4,1.71,0.03,1.92,1.5,1.3,3,0.5,,,4.38,1.18,1.5,0,0,,4,3.18,3,3.38,4.58,3.9,5.82,4.14,1.9,4.74,-1.41,-5.4,2.4,-4,2.2,2,4,2.4,2.5,2.98,1.1,1,2,4,-0.2,2,7,2.32,,-0.1,2,4,3.25,-4.7,5.04,4.97,5.02,1.95,0.42,-2.83,2,-1.6,1.77,2.7506296724,14,20066,17,19973,14
Chicago,Dallas,-3.5,-0.12,-1.25,-3,-1.71,-1.45,,-1,-2,-8.19,-4,-2.14,-5.96,-3.35,-3.68,0.34,-1.64,-0.49,0.19,4.02,0.5,-13.35,-5,-3.5,,,-0.28,0.25,-3.6,-3.5,-3.5,,-1.9,-0.02,1,-2.3,-1.37,0.6,-1.36,3.83,-3.5,-0.87,-3.02,-11.3,-1.4,-1.3,3.2,-2,-4.5,-0.1,4.77,0.66,-3.8,-3.5,1,-5,-4.6,-3,-0.75,-2.63,,-1.4,-1,1,-0.62,8.4,2.04,-1.24,-1.72,-0.04,-2.08,-2.4,-4,-3.3,-1.74,3.0006235911,41,20066,28,19973,14
Cincinnati,Pittsburgh,3,6.06,4.53,6,5.59,4.9,,5,5,6.97,14,5.57,1.02,8.47,2.65,4.96,2.73,6.08,3.27,3.84,8.16,4.87,4,3,,,6.98,4.97,3.7,3,3,,11.9,5.38,4,5.13,6.6,7.3,5.3,5.65,3.6,3.58,3.87,-4.7,5,-2,6.4,4,9,6.9,5.41,5.79,4,2.5,5.5,5,1.4,1,4.38,3.6,,4.3,5,6,6.86,11.7,6.94,7.04,14.94,4.75,-1.03,1.29,2,2.8,3.5,3.2058812682,42,20066,21,19973,14
Cleveland,Indianapolis,-3.5,-3.91,-3.82,-3,-5.18,-4.36,,-3,-8,-5.32,-4,-5.68,-8.48,-1.09,-1.6,-4.77,-0.21,-6.75,0.3,-0.36,-10,-4.58,-4,-3.5,,,-2.16,-5,-7,-3.5,-3,,-8.4,-3.02,-4,-2.51,-3.54,-4.2,1.43,-1.71,-7.9,0.32,-7.13,-10.1,-4,-7.8,-2.4,-5,-5,-6.3,-0.48,-3.81,-7,-3.5,-4,-7,-8.3,-4,-2.62,-3.85,,-0.3,-5.5,-5,-1.82,-10.9,-1.4,-2.22,0.95,-4.16,-8.83,-1.38,-6,-2.2,-3.42,2.8663457203,25,20066,24,19973,14
Denver,Buffalo,10,8.9,7.87,9,12.56,8.83,,7,8.5,13.96,18,7.08,13.15,9.61,4.18,6.86,3.97,10.36,4.85,4.79,15.5,6.48,8,10,,,9.09,7.33,8.4,10,10,,12.2,9.28,10,8.3,14.68,6.3,6.51,7.5,8,5.18,6.53,4.6,8.4,11.1,9.7,11,8.5,4.8,8.92,15.16,8.7,9,7.75,10,0.4,2,6.75,5.89,,10.4,7.5,9,13.87,15.7,7.38,8.35,9.95,5.64,10.08,8.01,8,8.3,7.06,3.32250836,17,20066,24,19973,14
Detroit,Tampa Bay,10.5,13.66,10.1,14,10.76,12.17,,9,15,18.73,18,11.79,7,16,10.88,9.98,7.54,11.44,15.32,7.54,13.45,14.81,11,10.5,,,16.04,13.26,10,10.5,9.5,,15.6,13.68,14,15.8,12.22,12.5,15.38,8.77,10.3,16.52,14.93,10.6,11.78,15.1,13.4,11,9.5,11.1,5.77,15.62,10.8,16,11.5,19,7.3,14,23.12,11.66,,11.5,9.5,8,11.78,18.5,11.01,14.32,7.16,11.96,2.92,11.3,8,12,8.1,3.6395825568,17,20066,34,19973,14
Green Bay,Atlanta,13,13.59,8.71,16,12.9,12.68,,12,14,22.65,7,10.12,9.96,20.25,9.38,12.05,7.7,13.55,16.1,9.46,7,7,14,13,,,13.41,13.97,14.9,13,11,,18,13.68,14,14.03,13.12,15.4,10.15,8.64,15.1,11.89,16.27,12.3,12.8,17.2,14.6,11,11.5,16.5,5.04,16.2,15.4,13,11.75,19,4.6,10,14.88,9.54,,12.8,11.5,7,11.8,30,9.25,11.6,5.71,11.19,9.42,13.15,11,12.7,9.55,4.199519765,37,20066,43,19973,14
Jacksonville,Houston,-7,-6.66,-7.12,-8,-8.74,-6.4,,-5,-3,-8.31,-14,-8.66,-8.7,-1.51,-8.35,-6.83,-4.65,-7.08,-6.37,-3.02,-8,-10.29,-6,-7,,,-5.58,-7.83,-7.7,-5.5,-3.5,,-5.5,-6.12,-7,-6.06,-5.14,-4.3,-5.81,-2.99,-6.9,-2.62,-9.98,-10.8,-6.66,-8.5,-6,-7,-2,-9.5,-1.35,-4.63,-8.4,-6.5,-5,-11,-1.3,-10,-1.63,-8.27,,-4.9,-7,-7,-1.52,-14.1,-1.15,-2.94,-2.12,-5.75,-6.42,0.32,-11,-7.7,-5.32,2.9794676617,27,20066,13,19973,14
Miami,Baltimore,2.5,5.54,2,5,2.13,4.36,,3,8,9.4,15,4.06,0.86,9.64,2.31,6.43,2.25,6.75,6.18,6.11,10.27,10.83,3,2.5,,,5.23,5.03,1.6,2.5,3,,6.6,6.18,6,5.25,1.57,6.6,3.2,5.51,0.8,4.05,5.48,0.2,5,6.6,7.9,0.01,1.5,8.4,2,5.31,1.9,4,5.25,4,-6.1,-2,8.87,3.02,,7.1,2,-2,3.3,13.6,3.31,5.19,-1.61,4.64,-0.25,8.69,-1,6,2.49,3.6833903423,28,20066,13,19973,14
Minnesota,N.Y. Jets,5,8.82,6.84,8,9.3,6.79,,7,-0.5,6.38,10,7.55,-1.91,3.9,9.38,5.41,7.23,8.87,9.9,5.11,9.14,0.17,8,5,,,8.42,9.44,4.9,7,5.5,,7.9,7.68,7,7.86,9.99,6.5,11.07,6.01,5.2,8.91,7.89,9.8,7,3.2,9.9,7,5.5,6.2,2.27,9.17,4.8,6.5,7,11,10,2,5.75,6.29,,4.2,7,7,6.46,14.9,5.02,4.41,8.51,8.29,5.58,5.64,6,3.6,7.19,2.9317427261,24,20066,30,19973,14
New Orleans,Carolina,10.5,8.99,10.08,9,7.66,9.39,,9,8,10.97,10,10.38,12.45,7.99,9.47,8.04,7.74,10.81,6.02,7.07,-0.33,11.77,11,10.5,,,7.24,9.95,10.3,11,9.5,,13.3,9.88,8,7.98,9.7,11.3,7.07,7.77,11.1,1.89,11.14,13.6,9.5,6.5,10.7,7,9.5,12.8,3.5,13.5,10.5,11,7.25,13,7.8,6,9.5,6.16,,10.1,11,13,12.52,22.7,7.69,5.91,2.63,10.07,8.19,12.08,10,9.1,8.21,3.1444912779,41,20066,10,19973,14
Oakland,San Francisco,-9.5,-6.78,-4.73,-9,-12.39,-6.05,,-6,-4,-7.42,-21,-3.62,-4.47,-6.61,-5.57,-3.58,-2.88,-5.1,4.46,1.28,-1.58,-5.95,-11,-9,,,-9.14,-5.19,-6.6,-9.5,-7,,-8.1,-2.72,-6,-7.61,-7.94,-3.4,-14.06,-4.14,-6.4,-3.65,-7.01,-12.4,-6,-7,-5.1,-6,-2.5,-3.1,-5.1,-8.26,-5.8,-5.5,-4.5,-12,5.1,-10,-12.5,-8.31,,-0.2,-7,-10,-5.87,-9.8,-7.47,-8.21,-6.64,-6.93,-2.58,9.59,-7,-2.8,-6.91,4.4876126483,13,20066,24,19973,14
Philadelphia,Seattle,0,2.58,3.18,2,-0.72,1.72,,3,6.5,4.77,-9,4.17,3.61,5.43,2.62,0.55,3.01,1.57,-1.34,2.62,-2.5,1.82,0.01,0,,,3.36,2.87,3.4,0,1,,-1.5,3.38,3,3.2,-0.59,-0.2,4.15,3.54,4.2,-1.35,1.72,0.4,2,-2.1,3.9,1,-1,0.5,-2.33,2.77,3.3,2.5,2.25,4,0.01,1,-8.75,1.33,,1.8,2,-3,1.17,8.9,0.81,-1.43,-0.5,1.31,8.42,7.38,2,0.01,0.81,3.116883709,24,20066,14,19973,14
San Diego,New England,-4,-2.62,-1.28,-3,-5.03,-4.62,,-6,-7.5,-4.8,-8,-4.65,-10.21,3.23,-1.59,-7.35,-0.33,-3.94,-5.04,-4.31,-13.01,0.23,-7,-4,,,-1.24,-3.3,-5.9,-3.5,-3,,-7.5,-1.72,-3,-3.17,-1.44,-5.3,0.73,-1.42,-6.5,-0.85,-8.1,-9.3,-4.5,-7,-6.1,-4,3.5,-13.6,0.61,-2.48,-5.3,-7,-2.25,-7,-9.8,-5,-10.25,-2.27,,-0.5,-4.5,-4,0.37,-12.1,0.28,-4.6,1.3,-3.15,-6.25,-2.07,-4,-3.1,-4.57,3.5357903306,23,20066,14,19973,14
Tennessee,N.Y. Giants,0,0.11,-2.35,-2,-2.23,-1.28,,-2,-2,-2.93,-1,-0.45,-2.74,1.51,-0.65,-2.38,0.31,1.12,-0.77,1.61,-0.5,0.63,-5,0,,,-1.06,0.74,-0.7,0,0,,-3.2,0.48,-2,-1.58,-1.61,0.1,-0.25,2.65,-1.2,-0.93,-2.61,-9.5,-1.2,-3.7,0.6,-2,0.5,-2.9,3.92,-0.83,-0.4,-1.5,0.25,-3,1.9,-3,-6.63,-2.2,,4.5,-1,-3,0.58,-6.6,-4.65,-4.2,-1.29,-0.94,-1.67,0.68,2,2,-0.79,2.3984513159,36,20066,7,19973,14
Washington,St. Louis,-3,-2.02,-2.33,-4,-3.26,-3.65,,-4,-4.5,-4.27,-3,-1.91,-8.87,-2.99,-0.19,-6.57,0.71,-0.49,-4.87,-3.26,-2.82,-9.17,-11,-3,,,-3.99,-1.32,-4.3,-2.5,-1.5,,-12.3,-0.72,-4,-3.97,-1.85,-6.3,-1.18,1.08,-4.7,-8.62,-5.36,-10,-3.91,-4.4,-5.7,-1,-4.5,-14.8,2.98,-0.33,-4.8,-5.5,-1.75,-5,3.4,-2,-10.88,-3.91,,-0.6,-1.5,-4,3.84,-8.2,-5.54,-5.3,-4.9,-1.24,0.58,-0.47,-1,-2.6,-3.84,3.5687985288,24,20066,0,19973,14
Atlanta,Pittsburgh,-3,-0.49,1.43,-1,1.34,-0.54,,-1,1.84,1.64,18,-1.01,-4.38,1.21,1.25,-1.39,1.76,1.04,-2.48,1.67,-2.14,6.84,-1,-2.5,,,-2.41,0.16,-1.3,-1,-2.5,,1.3,-1.72,-3,-0.96,-2.57,2.6,-0.28,-1.54,-1.9,-5.38,-0.72,-8.7,-1,-7.2,-0.8,-1,2.5,-0.2,2.71,-5.86,-1.3,-1.5,0.75,-3,-2.1,-5,-2.16,-3.15,,-1.2,-1,4,-0.73,8.6,3.68,-0.31,7.09,-1.35,-0.42,-6.36,-2,-1.9,-0.45,3.7396518357,27,20073,20,19973,15
Baltimore,Jacksonville,15,18.06,15.15,17,21.8,16.57,,15,10.44,21.35,19,16.9,11.36,16.01,16.88,17.87,12.68,19.3,7,11.55,7,7,20,15,,,15.64,20.19,20.3,14.5,13.5,,21.3,17.38,21,15.8,18.42,15.4,13.41,13.7,19.8,9.24,20.44,16.8,16.9,18.7,16.9,18,18.5,20.8,9.29,17.07,21.3,19,15.5,24,16,11,9.25,14.15,,16.9,17.5,17,16.85,28.9,12.67,11.16,17.09,17.01,13.83,13.26,22,17.5,15.3,4.0973988102,12,20073,20,19973,15
