Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linewunder,linepig,linens,linecpa,lineexcel,linemore,linedunk,linecpar,linepyth,lineelo,lineeff,linetrexler,linel2,lineschmidt,linel1,linel2h,linefox,lineca,linebihl,linedoi,linesage,linesagp,lineps,lineopen,linepts,linejohns,linemass,linecoff,lineesp,linetalisman,linerx,linel2to,linelog,linemidweek,linemed,linekerns,linejens,lineash,linestjohn,lineburd,linemrr,linedok,linepugh,linest,linecovers,linelock,linesun2,linewhatif,lineround,linedwig,lineff,linegametime,linesmart,lineshark,linebemiss,linelinx,linecombo,linegirl,linelaff,linepasteur,linearmstrong,linesun1,linedonchess,linerwp,linepi1,linepi2,linepi3,linestd,rscore,hscore,week
Baltimore,Minnesota,7,7.35,9.5,8,9.44,8.13,,7,12.5,12.34,9,7.78,13.04,11.49,7.72,5.94,6.88,,8.18,,8.35,3.73,11,7,,7.65,5.6,9.16,7.9,7,9.17,7.86,7,8.22,7.6,3.96,,7.93,5.05,7,7.88,8.4,8.6,7,6.39,10.8,6.55,6.8,8.11,8,8,6,5,3,9,7.55,5,8,,7,7.02,4.72,,,12.1,7.49,,6,7,6.64,11,11.2,11.9,2.1879707414,26,29,14
Chicago,Dallas,-1,-2.28,2.82,-1,1.34,0.14,,0.01,7,3.17,3,-1.75,-2,5.49,1.2,-1.83,1.5,,-2.37,,-2.03,-1.61,4,-1,,-1.11,-3.12,-1.45,-0.7,-1.5,-1.92,-1.74,-3,-0.73,-0.6,-1.34,,1.64,-4.18,0,-0.68,-1,-1.3,3,1.55,-0.3,3.76,-0.09,-1.81,-1.5,0.01,1,1,-2,-1,-1,-1,1,,-2.7,2.01,3.82,,,-8,4.53,,1,-4,-2.5,2.7,1.4,2.4,2.7437335252,28,45,14
Cincinnati,Indianapolis,7,5.77,6.55,4,11.41,6.59,,9,11,8.66,2,4.55,13.88,10.42,7.09,6.12,5.97,,3.35,,3.4,10.62,14,7,,5.3,5.47,6.06,2.8,5.5,6.42,2.66,4,3.66,8.6,9.71,,9.86,-2.49,6,6.03,4.1,5.7,8,-4.32,19.4,2.16,8.33,4.64,8.5,4.5,5,9,1,5,5.7,10.5,6,,5,9.84,2.21,,,10.6,5.11,,8,7,1.27,8.4,8.5,8.4,3.8045103665,28,42,14
Denver,Tennessee,14,13.32,10.72,18,15.44,13.66,,14,11.5,13.57,4,12.97,9.89,14.81,9.01,13.46,8.16,,14.53,,14.41,15.94,19,14,,13.97,13.35,13.29,12.2,12.5,13.5,13.86,13,13.49,12,17.83,,15.87,11.6,13,13.72,12.6,14.1,11,3.94,20.5,9.21,15.26,14.27,15.5,13,13,15,7,19,15.1,16.5,12,,11.5,15.69,5.64,,,25.7,10.9,,15,20,10.85,16,16.4,16.4,3.956921578,28,51,14
Green Bay,Atlanta,3,4.21,6.67,6,6.8,4.23,,2,0.5,7.43,-4,3.67,-0.93,4.54,6.59,0.41,5.96,,3.62,,4.22,5.04,5,3,,5.65,3.82,4.6,4.5,5,6.58,5.66,4,4.16,-1.9,7.97,,4.29,2.04,3,4.54,5.3,3.4,5,1.24,-3.5,6.04,5.26,3.25,8.5,1,4,6,-1,6,4.6,0.5,6,,5.3,1.33,3.3,,,12.3,8.14,,6,3,5.28,2.7,2.2,2.5,3.0678914436,21,22,14
Jacksonville,Houston,-3,-1.7,-7.79,1,-14.91,-1.99,,2,-0.5,-10.32,-12,-2.04,6.55,3.29,-1.03,2.88,-1.13,,-2.22,,-2.68,-15.26,-1,-3,,-2.74,-3.09,-0.13,-2.5,-3,-6.08,-1.34,-3,0.85,6.5,-15.33,,-4.92,2.19,-3,-2.47,-10.2,4.8,-6,-2.01,4.7,-4.35,-3.53,-3.43,-4,2.5,-6,-8,-1,-3,-2.6,4,-3,,-6.5,-2.44,-2.16,,,-7.8,-3.88,,-7,-3,-1.2,-2.8,-2.2,-3.1,4.6881598926,20,27,14
N.Y. Jets,Oakland,3,-4.13,1.56,3,0.04,0.46,,2,1.5,-0.17,6,-1.75,-1.81,3.86,-0.47,-2.25,0.47,,-1.73,,-0.94,-2.59,1,2.5,,1.69,-5.86,-2.2,2.7,3,-3.83,0.26,-1,2.65,-1.1,-0.76,,3.64,2.76,3,0.06,-0.5,1.6,3,-2.69,-3.7,4.45,0.09,-1.5,-2,3,-4,-1,-1,1,-0.65,5.5,3,,-4.5,3.12,4.38,,,-5.9,2.42,,-1,5,-0.01,0.5,-1.3,0.01,2.8595540088,27,37,14
New England,Cleveland,10.5,15.88,9.95,16,13.58,13.06,,15,21,18.21,13,15.27,8.06,17.38,10.38,13.59,8.39,,14.15,,14.58,7,15,11,,12.33,17.66,14.46,12.4,10.5,11.58,12.96,17,14.67,11.5,16.87,,8.46,11.06,11.5,13.59,10.9,15.2,9,14.71,16.8,7.78,14.74,14.71,12.5,15,15,13,7,17,15.4,13,12,,9.8,13.67,5.83,,,22.9,6.9,,12,11,10.84,14.7,13.5,15.3,3.5670152948,26,27,14
New Orleans,Carolina,3.5,-2.97,3.51,0.25,4.45,1.35,,1,-1,4.98,11,-0.98,4.89,7.25,-0.53,-1.38,0.34,,-1.44,,-0.78,10.52,0.01,3.5,,2.71,-4.58,-1.67,2.3,3.5,-2.83,1.16,2,1.6,-2.4,7.45,,0.49,0.77,3.5,1.38,2.8,0.4,2,0.43,-7.3,5.16,0.24,-2.2,0.5,3.5,7,2,2,1,-0.95,1,4,,-3.5,2.13,5.07,,,-7.1,2.49,,3,7,0.3,1.8,2.5,1.9,3.4821941225,13,31,14
Philadelphia,Detroit,3,2.11,-2.7,3,-2.55,1.69,,3,6,-0.76,-7,2.49,0.09,-0.73,2,4.45,2.31,,3.77,,3.9,-6.58,0.01,3,,2.44,1.55,2.65,1.9,2.5,-0.67,4.36,3,3.29,4.3,-5.2,,-3.53,3.4,3,2,0.5,6.2,-1,4.34,3.6,1.65,0.1,2.37,2.5,1.5,4,-1,1,4,2.3,9,2,,-1.5,1.36,1.23,,,8.6,3.52,,1,2,2.24,-0.5,0.4,0.1,2.9329516728,20,34,14
Pittsburgh,Miami,3.5,1,-0.16,-1,0.39,1.87,,5,1,2.78,8,0.66,7.59,4.9,1.83,2.51,2.23,,-0.34,,-0.45,-4.42,2,3.5,,1.99,1.22,0.78,0.6,3.5,-0.58,0.26,3,0.36,3.3,-1.43,,2.25,-1.85,3,2,2.1,1.4,3,-1.19,3.6,2.59,2.6,-1.49,1.5,5,1,1,1,-1,-0.85,5,4,,-1.5,4.79,0.82,,,-5.7,2.58,,1,6,-1.11,2.1,2.4,2.2,2.4177457444,34,28,14
San Diego,N.Y. Giants,4,4.89,7.41,4,0.04,4.73,,4,0.01,9.53,-4,4.78,0.83,7.35,6.73,2.74,5.43,,6.41,,6.82,5.26,2,4,,6.11,3.17,6.62,7.7,3,6.17,4.66,3,4.44,2.5,4.44,,5.4,0.51,3,4.85,8.5,5.7,3,10.4,5.4,2.95,3.12,6.02,5,3,11,6,1,5,7.25,2.5,6,,4.8,4.36,3.74,,,12.8,7.83,,6,-4,2.03,7,7.3,7.3,3.1594490596,14,37,14
San Francisco,Seattle,3,0.81,-0.14,-4,4.28,-0.44,,1,3,-2.66,1,0.48,7.06,-3.14,0.83,-0.11,1,,-1.58,,-1.24,-6.96,-1,2,,1.6,1.42,0.1,-2.4,2.5,-3.5,0.26,-3,-1.34,0.1,-1.59,,0.04,-7.42,3,-0.12,-3.3,-1.2,0.01,0.99,2.8,1.19,-3.25,-1.27,-2,1.5,-3,-2,-7,-3,-0.75,1.5,1,,-4.1,0.24,1.41,,,-5.3,-0.25,,-1,-5,-2.24,3.1,3.4,3.2,2.6452230818,17,19,14
Tampa Bay,Buffalo,3,3.43,1.98,2,4.76,2.99,,4,7.5,3.1,3,3.55,0.06,5.89,0.96,5.02,1.48,,4.27,,3.98,7.48,1,3,,3.76,2.82,4.03,4.4,2.5,-1.33,4.16,6,3.44,4.7,-0.13,,-0.53,-0.62,3,3.42,4.3,5.9,1,2.76,4.4,3.33,1.64,3.95,5,3,-3,3,-2,4,4.2,12,4,,-2.2,3.41,1.01,,,9.6,-0.68,,4,4,1.38,2.6,3.4,2.9,2.694888741,6,27,14
Washington,Kansas City,-3,-9.09,-3.41,-10,-1.3,-6.31,,-3,5.5,-13.04,6,-8.24,-7.33,-11.22,-6.82,-6.06,-4.28,,-10.31,,-10.52,-12.09,-1,-3.5,,-4.87,-9.02,-9.27,-7,-3,-13.75,-8.14,-9,-8.96,-5.3,2.77,,-6.19,-9.68,-3,-6.35,-8.5,-6.6,1,-10.16,-5.8,-0.01,-5.9,-10.51,-6.5,-5,-15,-4,-6,-13,-9.55,-1,-2,,-13.6,-2.6,2.78,,,-14.6,-3.01,,-5,2,-9.47,-4.7,-6.1,-5.6,4.9051920598,45,10,14
Atlanta,Washington,7,7.41,-0.05,7,4.37,5.78,,8,2.5,6.16,3,5.44,1.7,5.54,4.78,6.7,4.59,,8.96,,8.58,5.73,8,7,8.37,8.47,8.68,8.54,8.3,3.5,4.69,6.57,7,6.69,4.6,-0.21,,9.85,3,6,6.2,8,7.1,3,6.6,10.2,2.31,6.19,8.59,5,5,4,5,1,6,9,9,5,,3.4,7,4.15,,,14.8,2.77,,5,6,3.67,6.2,5.7,6.2,2.6945631844,26,27,15
Carolina,N.Y. Jets,11,18.05,14.96,13,17.49,15.87,,15,20,26.66,4,14.02,7.58,17.89,15.68,14.49,11.61,,22.16,,21.34,7,20,12,19.55,20.98,24.3,24.07,11.7,10.5,18,15.67,23,15.19,13,24.49,,12.46,8.23,11,15.68,19.5,17.3,10,13.64,18.5,5.83,16.51,21.56,21,12,13,18,2,23,22.85,15,13,,15.7,14.32,3.75,,,24.1,7.94,,19,7,11.17,17.2,18.7,17.5,5.5886076343,20,30,15
Cleveland,Chicago,0,-1.87,-5.01,-4,-5.2,-1.98,,-3,-8,0.8,-1,-3.19,-5.57,0.5,-0.2,-3.11,0.6,,-1.33,,-1.92,0.44,-3,-0.5,-1.57,-1.8,-0.13,-1.32,1.6,1,-3.46,-1.83,-3,-1.61,-1.5,-5.66,,2.56,-2.86,0,-2.08,0,-2.2,0.01,-0.89,-4.4,0.34,-3.27,-2.4,1,-4.5,-8,-3,-2,-3,-1.45,-3,0.01,,-5.4,-0.1,2.49,,,-6.1,1.55,,-3,-3,-4.02,-2.8,-3,-2.4,2.4445930082,38,31,15
Dallas,Green Bay,7,8.38,4.68,6,3.37,5.87,,7,6,13.72,1,6.77,4.91,10.71,4.83,7.02,4.53,,7.63,,7.12,10.56,4,7,6.88,3.3,9.69,9.02,5.6,6,3.83,6.27,7,5.55,8.9,5.5,,1.85,4.36,7,5.6,1.3,10.4,0.01,3.31,10.7,1.67,5.12,5.16,4,10.3,1,3,4,7,6.45,10,4,,1.3,7.8,1.79,,,12.4,2.23,,3,7,4.17,7.1,9,7.6,3.1909485292,37,36,15
Denver,San Diego,10.5,14.23,8.23,17,14.12,11.98,,10,8.5,17.55,6,10.46,13.14,16.11,7.65,9.84,6.92,,13.59,,13.63,7,12,10.5,13.67,13.17,12.26,11.43,12,10.5,12.15,12.57,11,12.9,8.4,14.83,,12.71,10.95,10.5,12.3,11.5,12.7,9,4.67,8.3,8.68,14.78,13.35,18,10.8,18,14,4,19,13.7,8.5,10,,10.3,12.09,5.89,,,19,10.06,,13,15,9.72,12.3,12.4,12.9,3.4729570208,27,20,15
Detroit,Baltimore,6,5.66,7.72,4,4.69,3.73,,2,0.01,7.3,2,1.71,-1.23,7.27,3.19,2.16,3.04,,5.34,,5.22,8.24,1,6,5.08,5.86,6.02,4.37,3.7,5.5,1.62,3.97,3,3.76,1.4,0.45,,4.08,1.68,6,4,5.8,4.7,4,5.07,3.7,3.56,6.05,3.89,4.5,6.5,3,4,1,5,5.55,0.01,4,,0.5,4.78,1.75,,,8.4,5.8,,5,-5,1.69,2.1,3,2,2.4244873023,18,16,15
Indianapolis,Houston,6,17.99,6.6,14,4.42,9.36,,8,6.5,14.76,1,7.82,9.72,14.8,7.98,8.7,6.83,,10.62,,10.48,11.76,7,6,12.82,10.85,10.57,12.33,9.2,6.5,8.46,9.77,10,12.51,9.5,3.61,,5.73,7.48,6,9.2,3.7,12.7,2,4.82,6.2,6.53,7.07,10.21,11,10.5,7,8,4,16,11.65,6,7,,6.9,6.09,2.8,,,17.3,5.62,,7,11,10.34,8.8,9.5,9,3.7436447009,3,25,15
Jacksonville,Buffalo,-2,4.32,-5.83,-1,-7.85,-0.95,,1,1.5,2.71,-4,3.15,5.28,0.94,-2.17,2.1,-1.72,,-2.29,,-2.75,-6.12,-3,-2,-1.09,-2.17,-0.1,-0.32,-0.1,-2,-7.46,0.17,3,0.37,4.7,-6.02,,-5.01,-0.44,-2,-1.4,-5.1,0.7,-4,5.57,5.2,-3.08,-2.78,-3.78,-2,2.5,-5,-5,-2,-4,-3.55,6,0.01,,-7.9,-0.44,-1.05,,,-6.6,-3.71,,-4,-2,-1.32,-1.6,-0.8,-1.4,3.5407949377,27,20,15
Miami,New England,-1.5,1.78,-0.81,-3,-6.98,-0.66,,0.01,-1,-0.08,-6,0.89,-4.77,-2.32,0.48,2.13,1.04,,-0.64,,-1.17,-7.1,1,-1.5,0.16,-0.39,2,2.69,-0.5,-3,-3,0.77,3,-2,3.7,3.28,,-0.67,-6.23,-3,-0.69,-1,-1,-1,-1.84,8.1,-0.89,-1.41,-0.63,-0.5,-2.5,-5,-1,-1,-3,-0.9,1,-2,,-3.7,-0.18,1.12,,,4.3,-1.44,,-1,-10,-1.77,-1.4,0.1,-0.9,2.859764911,20,24,15
Minnesota,Philadelphia,-6,-4.51,-6.89,-6,-2.67,-4.26,,-2,-6.5,-1.31,-1,-5.99,-10.56,-4.86,-2.23,-4.67,-1.2,,-5.8,,-6.05,-7,-2,-6,-4.21,-4.54,-2.16,-2.78,-0.9,-3.5,-8.21,-4.53,-4,-5.59,-4.3,-7.37,,-0.47,-7.27,-5,-4.3,-6.7,-4.2,-1,-4.35,-7.5,0.24,-4.2,-6.46,-5,-6,-6,-2,-6,-11,-4.55,-2.5,-3,,-8.1,-2.27,4.3,,,-7.1,-0.57,,-2,3,-6.36,-2.3,-3.9,-3.1,2.9288641388,30,48,15
N.Y. Giants,Seattle,-7,-10.72,-3.44,-13,-5.77,-10.3,,-8,-2.5,-12.04,-1,-11.55,-12.11,-7.04,-9.18,-10.95,-6.13,,-14.61,,-14.44,-10.27,-14,-7.5,-13.29,-7.89,-12.59,-13.37,-10.6,-6.5,-17.08,-8.43,-13,-10.84,-7.9,-8.8,,-8.61,-10.93,-7,-10.29,-16.4,-10.2,-8,-9.88,-16.8,-2.29,-11.7,-16.55,-14.5,-7,-15,-8,-7,-17,-15.6,-4,-8,,-16.7,-7.39,-1.05,,,-17.8,-4.12,,-8,-6,-9.01,-10.9,-11.4,-11.9,4.2888346908,23,0,15
Oakland,Kansas City,-5.5,-9.13,-9.37,-10,-6.76,-7.99,,-7,3,-7.68,4,-9.66,-11.47,-4.07,-7.12,-8.22,-4.52,,-9.7,,-10.46,-15.58,-10,-6,-9.6,-4.74,-9.18,-10.1,-3.8,-3.5,-13.77,-7.53,-10,-9.94,-6.5,-7.76,,-6.73,-8.42,-5,-8.11,-9.8,-5.7,-4,-6.49,-14.2,-1.94,-10.43,-12.45,-8,-5,-6,-9,-8,-15,-11.2,-2.5,-5,,-13.6,-7.22,1.26,,,-12.8,-2.4,,-8,-2,-9.04,-8.5,-9.9,-8.9,3.981669319,56,31,15
Pittsburgh,Cincinnati,-3,-3.86,-2.51,-7,-2.92,-3.81,,-4,-2.5,-2.15,7,-3.72,-3.89,-5.34,-2.95,-3.43,-1.4,,-1.94,,-2.26,1.16,-5,-3,-5.21,-3.31,-5.31,-3.15,-3.7,-3,-7.54,-2.63,-3,-4.18,-2.1,-3.38,,-3.36,-0.77,-3,-3.7,-6,-1.7,-4,-0.4,-3.7,0.34,-4.22,-6.23,-5.5,-2.5,-3,-3,-1,-7,-5.9,-5.5,-2,,-7.9,-2.97,1.29,,,-9,-1.65,,-3,-6,-4.76,-6,-6.5,-6.1,2.5443878858,20,30,15
St. Louis,New Orleans,-7,-4.9,-3.85,-8,-2.63,-4.39,,-2,-3.5,-3.49,-5,-5.26,5.88,-2.09,-3.27,-3.72,-1.69,,-4.71,,-4.44,3.06,-3,-6.5,-4.69,-4.05,-3.85,-3.46,-4.1,-4.5,-8.15,-4.23,-3,-5.62,-5.5,-1.28,,-7.21,-7.41,-6,-4.5,-9.5,0.1,-5,-0.98,-0.8,-1.49,-5.97,-5.72,-4.5,-6.5,-16,-3,-13,-9,-4.9,-3,-5,,-8.5,-6.07,0.48,,,-7.3,-2.21,,-3,-13,-6.3,-5,-5.2,-5.6,3.4763484782,16,27,15
Tampa Bay,San Francisco,-6,-5.73,-4.72,-8,-7.2,-6.9,,-6,-7,-5.51,-6,-8.18,-11.16,-6.66,-5.64,-7.02,-2.74,,-7.27,,-7.23,-11.98,-9,-6,-6.73,-5.26,-7.77,-7.03,-1.9,-5,-10.46,-4.93,-7,-6.75,-4.1,-15.99,,-9.16,-7.84,-6,-7.03,-7,-6.4,-7,-7.14,-9.3,-2.44,-8.57,-7.84,-6,-7.5,-10,-8,-8,-10,-7.55,-0.5,-8,,-10.6,-6.44,-0.35,,,-9.5,-4.42,,-8,3,-7.05,-8.7,-9.7,-9.1,3.0130162597,33,14,15
Tennessee,Arizona,-3,-2.3,2.08,-4,0.97,-2.82,,-3,1.5,1.4,9,-5.72,0.08,0.07,-1.1,-5.45,0.12,,-3.06,,-2.56,3.99,-5,-3,-2.73,-2.63,-4.67,-3.51,-2,-3,-4.69,-2.33,-4,-3.14,-4.4,-1.02,,-2.39,-4.58,-3,-2.7,-6,-2.3,-1,-5.14,-15.3,2.25,-3.81,-5.37,0.5,-3,-4,-2,-5,-5,-3.5,-5.5,-1,,-5.3,-2.2,4.3,,,-5.8,1.34,,-1,-8,-4.25,-2.2,-3.3,-2.7,3.4668991012,37,34,15
Baltimore,New England,-1,0.15,1.65,-2,0.32,0.39,,1,3,3.29,1,-0.06,4.49,3.13,1.31,0.27,1.68,,-0.08,,-0.45,1.4,3,-1,,-1.2,-0.18,0.92,-0.5,2,-1.79,0.24,3,-1.57,4.1,6.2,,2.21,-2.54,1,0.24,-2.1,-2.3,0.01,-2.69,3.3,0.44,-2.11,-1.47,-1,-1.3,-7,2,-4,-2,-2.75,4,-1,,-2.5,2.26,1.52,,,-3.6,1.11,,2,-4,-1.25,1.2,2.5,1.4,2.5106393637,41,7,16
Buffalo,Miami,-3,-4.43,2.87,-4,-0.65,-2.51,,-2,-7,-6.65,6,-6.52,-9.86,-4.72,-0.47,-4.41,0.66,,-1.06,,-1.16,-2.21,-3,-3,,-2.55,-4.64,-4.35,-1.3,-2.5,-3.86,-2.56,-3,-2.82,-1.4,2.01,,-1.47,-0.31,-3,-2.8,-3.1,-2.9,-2,-2.08,-6.8,1.29,-1.55,-3.79,-3.5,-2.8,-7,-1,-4,-5,-3.35,1.5,-2,,-4.5,-1.18,2.41,,,-5.4,-0.47,,1,3,-4.44,-2.8,-2.9,-3.1,2.9731576969,0,19,16
Carolina,New Orleans,3,5.98,6.61,3,7.21,3.26,,4,11,6.33,-1,3.84,0.51,7.08,5.29,1.82,4.49,,3.42,,3.19,13.61,3,3,,4.1,6.83,4.86,2.3,3,3.21,3.24,6,4.08,3.3,13.57,,1.52,-0.47,3,3.24,-0.3,4.2,1,3.77,1.5,0.84,1.46,4.05,3.5,3.5,4,7,-1,4,4.45,4,2,,2.1,0.79,0.93,,,7.1,2.67,,6,-4,1.77,2.4,1.7,1.8,2.892976142,13,17,16
Cincinnati,Minnesota,8,10.76,13.97,13,10.91,10.49,,8,14,15.77,0.01,8.79,14.88,16.13,9.68,6.02,8.67,,10.72,,10.77,16.25,8,8.5,,11.4,9.53,11.66,10.5,7,11.48,9.34,10,11.19,6.3,14.12,,11.31,5.15,8,10.77,14.2,13.6,8,8.86,4.9,7.47,11.03,11.37,12,10.8,10,10,4,17,12.2,4.5,11,,9.4,10.22,3.86,,,17.5,10.23,,10,7,8.27,12,12.1,12.3,3.4321564709,14,42,16
Detroit,N.Y. Giants,9,7.29,13.66,7,6.64,7.57,,5,8,9.39,-4,7.03,10.53,6.67,9.57,4.14,7.61,,8.49,,8.61,12.07,9,9,,6.89,7.4,9.01,8,9.5,10.21,6.34,5,6.05,5.1,13.09,,9.14,2.02,9,7.95,8,6.1,7,8,9.7,4.31,6.15,8.92,9,9,10,9,5,11,8.95,3.5,7,,8.5,7.95,3.83,,,12.2,9.28,,9,3,4.76,9.9,10.2,10,2.8643070221,23,20,16
Green Bay,Pittsburgh,1,2.21,3.28,5,5.01,1.33,,-1,-10,1.88,-7,-2.66,-8.15,4.72,3.14,-3.79,3.16,,1.24,,2.08,3.88,0.01,1,,5.02,0.72,0.36,3.4,2.5,1.09,3.84,3,3.53,-5.4,7.01,,-0.06,0.6,1,2,1.5,2.5,2,4.62,-10,5.75,0.4,1.76,4,-1,4,1,2,4,3.4,4,3,,0.1,-2.11,5.12,,,6.9,4.7,,2,-4,2.62,2,1.2,0.8,3.9285824434,38,31,16
Houston,Denver,-10,-14.76,-10.15,-19,-10.77,-12.96,,-10,-6.5,-21.01,0.01,-13.26,-18.42,-18.62,-8.68,-12.22,-7.23,,-14.51,,-14.71,-11.48,-16,-10.5,,-10.97,-14.5,-13.53,-7.9,-9.5,-19.36,-11.36,-14,-13.26,-10,-10.22,,-13.71,-13.68,-10.5,-13.26,-7.5,-13.9,-6,-7.66,-17,-3.65,-14.2,-15.89,-17.5,-12,-25,-14,-13,-23,-15,-11.5,-10,,-18.8,-11.64,1.58,,,-21.1,-3.46,,-14,-10,-12.31,-14.1,-14.1,-14.5,5.3431396474,37,13,16
Jacksonville,Tennessee,-4,-3.59,-9.84,-4,-12.69,-4.2,,-1,1.5,-9.93,-7,-1.76,4.94,-7.28,-3.92,-3.27,-2.86,,-6.69,,-7.57,-7,-2,-4,,-5.7,-5.09,-6.47,-4.1,-5.5,-9.64,-3.76,-4,-2.96,-2,-11.31,,-7.72,-0.72,-5,-4.1,-9.6,-0.9,-5,-3.1,-2.1,-4.79,-3.08,-7.43,-7.5,0.5,-6,-7,-2,-8,-7.1,0.5,-1,,-9.9,-4.21,-0.95,,,-11,-4.1,,-7,5,-4.79,-3.9,-4.6,-4.3,3.7347238344,20,16,16
Kansas City,Indianapolis,7.5,7.83,3.78,6,4.62,6.27,,7,-3.5,7.66,-1,8.53,3.51,5.38,8.77,7.1,7.57,,8.85,,9.1,1.15,10,7.5,,7.77,9.05,7.57,3.3,6.5,9.93,6.54,5,5.89,7.1,2.87,,6.22,3.85,7,6.88,2.9,7.7,4,6.88,14.3,2.91,7.92,8.08,8,5.2,7,7,3,9,8.25,6,6,,8.3,6.91,1.39,,,11,5.59,,5,-5,4.85,7.3,8.4,7.7,3.2752142376,23,7,16
N.Y. Jets,Cleveland,1.5,5.03,2.17,4,-0.38,1.92,,3,6,1.57,7,2.67,-2.12,6.66,0.56,1.91,1.17,,0.69,,1.21,0.89,-2,1.5,,1.7,3.16,-0.23,2.8,1,-2.36,2.44,3,3.83,2.6,5.29,,2.59,4.37,2,1.64,-0.1,4.3,1,0.28,0.9,3.4,1.64,-0.16,-0.5,4.2,-2,1,1,1,-0.2,2.5,1,,-3.1,2.3,2.3,,,3.1,2.57,,1,5,2.14,-1,-1.6,-0.5,2.3377231272,13,24,16
Philadelphia,Chicago,3,4.34,-5.29,2,-4.24,2.81,,3,6,3.24,-1,3.88,13.25,3.88,3.07,1.39,3,,4.09,,4.01,-2.05,2,3,,2.97,4.41,2.57,2.3,4,1,3.34,3,3.41,3.4,-5.45,,2.05,1.66,3,3,2.6,7.2,1,3.8,1,1.77,2.85,2.42,4,3.5,4,-1,2,4,3.1,5.5,4,,0.01,3.47,0.82,,,7.4,3.96,,1,1,1.69,0.4,1.6,1,2.8605919973,11,54,16
San Diego,Oakland,10,12.98,9.3,11,8.69,11.92,,15,11.5,10.06,4,14.96,21.85,9.01,9.17,14.43,7.47,,13.49,,13.37,6.53,19,10,,12.79,13.31,13.51,10.5,7.5,10.29,10.94,11,11.45,16.2,0.39,,11.68,4.48,10,11.45,11.2,12,8,12.78,25.6,5.47,16.64,13.19,8,10.3,14,10,3,15,13.4,20.5,11,,8.6,14.51,5.09,,,16.9,5.85,,9,7,8.57,15.1,15.8,15.1,4.6484118501,13,26,16
San Francisco,Atlanta,14,18.32,10.49,16,12.1,14.93,,13,15,18.6,5,18.52,10.07,15.91,13.13,17.39,10.38,,17.59,,17.22,9.27,19,14,,16.46,19.67,18.36,11.7,10.5,15.29,14.44,20,15.32,17.7,11.48,,13.53,10.63,13,15.14,15,14.1,10,14.95,28.2,7.76,19.84,17.31,16,15,12,12,7,21,17.3,17.5,13,,13.2,15.14,4.13,,,22,9.52,,11,4,12.13,19,20.4,20.4,4.7242870466,24,34,16
Seattle,Arizona,10,11.69,12.04,11,21.7,10.54,,11,18,14.76,14,9.91,5.41,13.05,8.95,8.98,7.83,,12.22,,11.72,7,15,10,,11.18,12.13,11.08,8,9.5,9.86,8.84,12,10.68,8,18.54,,8.86,7.56,10.5,10.49,9.8,10.4,9,8.06,12,8.12,10.79,10.49,13.5,8,7,14,5,13,11.1,6.5,10,,8.2,10.11,7.35,,,15,7.54,,14,7,6.95,12.2,11.6,11.9,3.2679621751,17,10,16
St. Louis,Tampa Bay,4,8.55,5.27,7,4.67,6.25,,7,3,6.4,-3,6.15,10.9,10.29,6.26,7.55,5.15,,7.1,,7.37,7.06,10,4.5,,7.17,8.7,8.19,5.7,5.5,5.14,6.54,7,6.36,4.8,2.75,,6.77,3.89,5,6.26,4.9,5.9,5,7.74,10.6,4.39,4.47,6.9,6,5,4,5,2,9,7.55,7.5,4,,3.9,4.11,4.22,,,10.6,5.15,,5,2,5.24,6.2,7.5,6.7,2.4560656084,13,23,16
Washington,Dallas,-3,-4.89,3.28,-7,-5.99,-3.01,,-3,3,-4.47,2,-5.24,1.76,0.4,-2.83,-2.64,-2.04,,-6.06,,-6.15,-3.89,-4,-3,,-2.88,-5.24,-5.98,-3.8,-2.5,-8.79,-4.46,-4,-4.49,-0.7,1.72,,-2.99,-5.92,-3,-3,0.2,-5.1,2,-4.22,-2.4,1.98,-1.96,-6.18,-3,-4.3,-5,-3,-5,-9,-6.05,1,-3,,-9.1,-0.31,2.76,,,-10.7,1.4,,-3,-4,-6.68,-2.7,-3.2,-2.7,3.3628841982,24,23,16
Arizona,San Francisco,1.5,0.92,2.14,-1,0.77,0.05,,1,-6,0.43,-1,-1,2,0.76,-0.48,0.42,0.45,,-0.16,,-0.32,-2.78,-1,1.5,,-1.9,-1.89,2.2,4.1,-1.5,-3.87,-0.46,1,0.75,2.5,-4.7,,1.26,-0.18,-1,0.42,0.6,2.8,-2,2.4,2.9,-0.31,-3.88,-1.02,-0.5,0.5,-2,1,-3,-1,-0.4,5,-2,,-4.5,-1.47,0.23,,,-2.6,0.59,,1,4,-0.63,-3.1,-2.7,-3.1,2.3514892141,23,20,17
Atlanta,Carolina,-6,-8.95,-9.58,-11,-7.36,-7.63,,-4,-9.5,-9.27,1,-8.64,-9.35,-9.83,-7.49,-7.34,-4.42,,-9.66,,-9.48,-11.13,-7,-6,,-5.49,-8.72,-8.81,-5,-7,-13.2,-6.76,-7,-9.47,-6.2,-10.06,,-6.08,-9.53,-6,-8,-10.4,-7.5,-4,-8.32,-5.3,-0.04,-6.17,-10.69,-9.5,-6.5,-10,-8,-6,-15,-9.95,-5,-4,,-13.1,-5.02,3.55,,,-13.8,-3.7,,-8,-6,-8.66,-8.3,-9.2,-9.4,3.3970994949,21,20,17
