,X,Down,Score,Seconds,Spread,TIMO,TIMD,TOTp,Yardline,YTG,AdjustedScore,win_probs
387,387,1,7,2989,1,3,3,7,13,10,0.128015467,0.593399955
388,388,2,7,2954,1,3,3,7,17,6,0.128771364,0.590429735
389,389,3,7,2911,1,3,3,7,22,1,0.12971863,0.601393457
390,390,4,7,2875,1,3,3,7,20,3,0.130527975,0.608235477
391,391,1,7,2863,1,3,3,7,61,10,0.130801141,0.700692375
392,392,2,7,2817,1,3,3,7,68,3,0.131864395,0.734363496
393,393,1,7,2771,1,3,3,7,72,10,0.132954006,0.724593997
394,394,1,7,2727,1,3,3,7,86,10,0.134021927,0.75015284
395,395,2,7,2700,1,3,3,7,92,4,0.134690123,0.745602904
396,396,1,7,2656,1,3,3,7,97,3,0.135800779,0.754767279
397,397,2,7,2613,1,3,3,7,99,1,0.136913177,0.749795435
398,398,3,7,2608,1,3,3,7,99,1,0.137044307,0.741578509
399,399,0,13,2603,1,3,3,13,85,0,0.254755086,0.84810564
400,400,0,-13,2603,-1,3,3,13,65,0,-0.254755086,0.257073257
401,401,1,-13,2598,-1,3,3,13,24,10,-0.255000019,0.254382681
402,402,2,-13,2560,-1,3,3,13,30,4,-0.256884892,0.264379998
403,403,3,-13,2526,-1,3,3,13,32,2,-0.258607271,0.269849446
404,404,1,-13,2495,-1,3,3,13,36,10,-0.26020825,0.263287175
405,405,2,-13,2460,-1,3,3,13,35,11,-0.26205204,0.251132473
406,406,3,-13,2420,-1,3,3,13,36,10,-0.264207996,0.25036317
407,407,4,-13,2377,-1,3,3,13,45,1,-0.266586055,0.256683014
408,408,1,13,2366,1,3,3,13,6,10,0.26720478,0.772268083
409,409,1,13,2323,1,3,3,13,20,10,0.269665439,0.759984818
410,410,2,13,2319,1,3,3,13,20,10,0.26989781,0.759843221
411,411,0,6,2310,1,3,3,20,65,0,0.124810544,0.655842461
412,412,1,6,2310,1,3,3,20,25,10,0.124810544,0.641841029
413,413,2,6,2271,1,3,3,20,32,3,0.125877204,0.650197808
414,414,2,6,2241,1,3,3,20,27,8,0.126716581,0.649133001
415,415,1,6,2197,1,3,3,20,37,10,0.127978615,0.656204685
416,416,2,6,2151,1,3,3,20,39,8,0.129339184,0.6603738
417,417,2,6,2123,1,3,3,20,24,23,0.130188911,0.649597782
418,418,3,6,2075,1,3,3,20,39,8,0.131685384,0.670103876
419,419,4,6,2043,1,3,3,20,32,15,0.132712187,0.675965632
420,420,1,-6,2036,-1,3,3,20,31,10,-0.132940019,0.384419682
421,421,2,-6,2032,-1,3,3,20,31,10,-0.133070737,0.38156177
422,422,1,-6,1995,-1,3,3,20,43,10,-0.134298444,0.395537688
423,423,2,-6,1960,-1,3,3,20,47,6,-0.135491626,0.377865309
424,424,1,-6,1931,-1,3,3,20,57,10,-0.136504727,0.374509169
425,425,2,-6,1920,-1,3,3,20,62,5,-0.136894994,0.38742302
426,426,1,-6,1894,-1,3,3,20,67,10,-0.137830916,0.410106445
427,427,2,-6,1886,-1,2,2,20,71,6,-0.138122777,0.354487041
428,428,0,0,1877,-1,2,2,26,85,0,0,0.626894327
429,429,0,-1,1877,1,3,3,27,65,0,-0.023075558,0.480631361
430,430,1,-1,1877,1,3,3,27,25,10,-0.023075558,0.438694226
431,431,2,-1,1871,1,3,3,27,25,10,-0.023112508,0.435557947
432,432,3,-1,1864,1,3,3,27,25,10,-0.023155842,0.430571397
433,433,1,-1,1856,1,2,2,27,37,10,-0.023205667,0.447795042
434,434,2,-1,1850,1,2,2,27,37,10,-0.023243247,0.44138497
435,435,3,-1,1841,1,1,1,27,41,6,-0.023299961,0.510013042
436,436,1,-1,1822,1,1,1,27,51,10,-0.023421066,0.509958689
437,437,2,-1,1815,1,0,0,27,59,2,-0.023466163,0.560890433
438,438,1,-1,1810,1,0,0,27,68,10,-0.023498534,0.588151126
439,439,2,-1,1804,1,0,0,27,68,10,-0.023537558,0.585132384
440,440,0,2,1800,1,3,3,30,65,0,0.047127363,0.598559948
441,441,1,2,1800,1,3,3,30,25,10,0.047127363,0.560565807
442,442,1,2,1766,1,3,3,30,36,10,0.047578607,0.560345362
443,443,2,2,1723,1,3,3,30,36,10,0.048168305,0.554673139
444,444,3,2,1715,1,3,3,30,36,10,0.048280455,0.548679826
445,445,1,2,1678,1,3,3,30,66,10,0.048809532,0.691333531
446,446,2,2,1652,1,3,3,30,73,3,0.049191897,0.696178017
447,447,1,2,1652,1,3,3,30,78,10,0.049191897,0.70692036
448,448,1,2,1599,1,3,3,30,73,15,0.05,0.713306276
449,449,2,2,1553,1,3,3,30,76,12,0.050734629,0.714891387
450,450,3,2,1549,1,3,3,30,76,12,0.050800051,0.702384443
451,451,4,2,1542,1,3,3,30,76,12,0.050915151,0.682617513
452,452,0,-5,1538,-1,3,3,33,65,0,-0.127453185,0.427780174
453,453,1,-5,1533,-1,3,3,33,19,10,-0.12766073,0.373749393
454,454,2,-5,1493,-1,3,3,33,13,16,-0.129358421,0.371771244
455,455,3,-5,1463,-1,3,3,33,18,11,-0.130677093,0.371058387
456,456,1,-5,1443,-1,3,3,33,23,10,-0.131578947,0.386774706
457,457,2,-5,1394,-1,3,3,33,27,6,-0.133869888,0.395819939
458,458,1,-5,1360,-1,3,3,33,36,10,-0.135531717,0.400371367
459,459,2,-5,1319,-1,3,3,33,40,6,-0.137620471,0.390938493
460,460,1,-5,1274,-1,3,3,33,47,10,-0.140028008,0.397903075
461,461,1,-5,1254,-1,3,3,33,52,5,-0.141139359,0.428916701
462,462,1,-5,1215,-1,3,3,33,61,10,-0.143384834,0.434777232
463,463,2,-5,1208,-1,3,3,33,61,10,-0.143799327,0.429310834
464,464,3,-5,1205,-1,3,3,33,61,10,-0.143978071,0.420519565
465,465,1,-5,1157,-1,3,3,33,72,10,-0.146931775,0.450739438
466,466,2,-5,1114,-1,3,3,33,78,4,-0.149738187,0.480141995
467,467,1,-5,1085,-1,3,3,33,84,10,-0.151724282,0.473251023
468,468,2,-5,1043,-1,3,3,33,85,9,-0.154746115,0.477211973
469,469,3,-5,1038,-1,2,2,33,85,9,-0.155118012,0.418661
470,470,4,-5,1031,-1,2,2,33,85,9,-0.155643202,0.398581777
471,471,0,2,1026,1,3,3,36,65,0,0.062408648,0.599712253
472,472,1,2,1020,1,3,3,36,26,10,0.062591754,0.530496456
473,473,1,2,988,1,3,3,36,37,10,0.0635963,0.53941343
474,474,1,2,961,1,3,3,36,50,10,0.064482588,0.555167626
475,475,2,2,952,1,3,3,36,34,26,0.064786355,0.535723495
476,476,3,2,910,1,3,3,36,39,21,0.066262956,0.504665766
477,477,4,2,900,1,3,3,36,39,21,0.06662966,0.513734581
478,478,1,-2,891,-1,2,2,36,36,10,-0.066964953,0.483361662
479,479,2,-2,886,-1,2,2,36,36,10,-0.067153428,0.479561873
480,480,1,-2,871,-1,2,2,36,52,10,-0.067728546,0.505451298
481,481,2,-2,829,-1,2,2,36,54,8,-0.069421013,0.523125584
482,482,1,-2,786,-1,2,2,36,82,10,-0.071292301,0.595272294
483,483,2,-2,754,-1,2,2,36,86,6,-0.072787453,0.602020049
484,484,3,-2,750,-1,2,2,36,86,6,-0.072981037,0.590966187
485,485,1,2,741,1,3,3,36,15,10,0.07342231,0.517051502
486,486,2,2,702,1,3,3,36,17,8,0.075431429,0.514257219
487,487,3,2,659,1,3,3,36,21,4,0.077849894,0.51623491
488,488,1,2,617,1,3,3,36,26,10,0.080451799,0.536016767
489,489,2,2,573,1,3,3,36,26,10,0.083478387,0.537873228
490,490,3,2,567,1,3,3,36,26,10,0.083918136,0.536093065
491,491,1,2,520,1,3,3,36,49,10,0.087621591,0.587342845
492,492,2,2,487,1,3,3,36,52,7,0.090535746,0.588866369
493,493,3,2,442,1,3,3,36,50,9,0.095022868,0.597847335
494,494,4,2,411,1,3,3,36,49,10,0.098532928,0.613481801
495,495,1,-2,403,-1,2,2,36,1,10,-0.099503719,0.42729054
496,496,2,-2,399,-1,2,2,36,1,10,-0.1,0.422925928
497,497,3,-2,359,-1,2,2,36,3,8,-0.105409255,0.421965453
498,498,4,-2,353,-1,2,2,36,3,8,-0.106298801,0.435188582
499,499,1,2,346,1,3,3,36,47,10,0.107365625,0.652675678
500,500,2,2,306,1,3,3,36,47,10,0.114146029,0.658636167
501,501,1,2,257,1,3,3,36,71,10,0.124514561,0.781196852
502,502,2,2,213,1,3,3,36,74,7,0.136717185,0.797252558
503,503,3,2,169,1,3,3,36,78,3,0.153392998,0.810809099
504,504,4,2,122,1,2,2,36,80,1,0.180333927,0.863407149
505,505,0,-5,119,-1,2,2,39,65,0,-0.456435465,0.307247298
506,506,1,-5,119,-1,2,2,39,25,10,-0.456435465,0.240289803
507,507,2,-5,98,-1,2,2,39,32,3,-0.502518908,0.252557639
508,508,0,-13,89,-1,2,2,47,65,0,-1.370320319,0.059949654
509,509,1,-13,84,-1,2,2,47,34,10,-1.410047976,0.04332505
510,510,2,-13,60,-1,2,2,47,40,4,-1.664479439,0.046535782
511,511,1,-13,52,-1,1,1,47,50,10,-1.785687331,0.029709617
512,512,2,-13,40,-1,0,0,47,43,17,-2.030258905,0.03046875
513,513,3,-13,35,-1,0,0,47,50,10,-2.166666667,0.025763935
514,514,4,-13,30,-1,0,0,47,58,2,-2.334868926,0.040382789
515,515,1,13,25,1,2,2,47,42,10,2.549509757,0.986438204
516,516,0,NA,0,1,2,2,NA,58,0,NA,NA
517,517,0,0,3600,-2.5,3,3,0,65,0,0,0.585739836
518,518,1,0,3598,-2.5,3,3,0,50,10,0,0.569616666
519,519,2,0,3556,-2.5,3,3,0,56,4,0,0.605700294
520,520,1,0,3520,-2.5,3,3,0,70,10,0,0.65687899
521,521,1,0,3482,-2.5,3,3,0,92,8,0,0.683166175
522,522,0,6,3469,-2.5,3,3,6,85,0,0.101855976,0.722476206
523,523,0,-7,3469,2.5,3,3,7,65,0,-0.118831972,0.391284625
524,524,1,-7,3469,2.5,3,3,7,25,10,-0.118831972,0.301316967
525,525,2,-7,3464,2.5,3,3,7,25,10,-0.118917678,0.308044483
526,526,3,-7,3459,2.5,3,3,7,25,10,-0.11900357,0.307630756
527,527,1,-7,3417,2.5,3,3,7,44,10,-0.119732489,0.322427657
528,528,2,-7,3378,2.5,3,3,7,49,5,-0.120421475,0.319375996
529,529,1,-7,3340,2.5,3,3,7,54,10,-0.121104366,0.318038394
530,530,2,-7,3299,2.5,3,3,7,56,8,-0.121854359,0.337013989
531,531,3,-7,3295,2.5,3,3,7,56,8,-0.121928278,0.334849148
532,532,1,-7,3251,2.5,3,3,7,65,10,-0.122750359,0.372095165
533,533,2,-7,3211,2.5,3,3,7,66,9,-0.123512318,0.365163525
534,534,3,-7,3169,2.5,3,3,7,67,8,-0.124327846,0.366522223
535,535,1,-7,3124,2.5,3,3,7,90,10,-0.125219807,0.412801147
536,536,0,-1,3118,2.5,3,3,13,85,0,-0.017905742,0.498597184
537,537,0,0,3118,-2.5,3,3,14,65,0,0,0.593086445
538,538,1,0,3118,-2.5,3,3,14,25,10,0,0.533490863
539,539,2,0,3076,-2.5,3,3,14,29,6,0,0.533233088
540,540,3,0,3071,-2.5,3,3,14,29,6,0,0.532077694
541,541,1,0,3028,-2.5,3,3,14,41,10,0,0.54932482
542,542,2,0,2980,-2.5,3,3,14,46,5,0,0.551939267
543,543,2,0,2949,-2.5,3,3,14,36,15,0,0.5453357
544,544,3,0,2945,-2.5,3,3,14,36,15,0,0.535371335
545,545,1,0,2939,-2.5,3,3,14,60,10,0,0.602882256
546,546,2,0,2903,-2.5,3,3,14,63,7,0,0.598891317
547,547,1,0,2871,-2.5,3,3,14,88,10,0,0.64184485
548,548,2,0,2830,-2.5,3,3,14,93,5,0,0.634662516
549,549,3,0,2785,-2.5,3,3,14,95,3,0,0.636427717
550,550,4,0,2745,-2.5,2,2,14,97,1,0,0.679970989
551,551,1,0,2710,-2.5,2,2,14,98,2,0,0.697879184
552,552,2,0,2707,-2.5,2,2,14,98,2,0,0.696272806
553,553,3,0,2702,-2.5,2,2,14,98,2,0,0.694626601
554,554,4,0,2700,-2.5,2,2,14,98,2,0,0.681136693
555,555,0,-3,2695,2.5,3,3,17,65,0,-0.057777841,0.450503082
556,556,1,-3,2695,2.5,3,3,17,25,10,-0.057777841,0.384266958
557,557,2,-3,2661,2.5,3,3,17,25,10,-0.05814565,0.368303176
558,558,3,-3,2629,2.5,3,3,17,30,5,-0.058498318,0.373657642
559,559,4,-3,2589,2.5,3,3,17,33,2,-0.058948312,0.375665431
560,560,1,3,2580,-2.5,2,2,17,14,10,0.059050999,0.633574849
561,561,2,3,2546,-2.5,2,2,17,14,10,0.05944383,0.630150767
562,562,1,3,2510,-2.5,2,2,17,28,10,0.059868434,0.645375959
563,563,2,3,2473,-2.5,2,2,17,32,6,0.060314455,0.643770036
564,564,1,3,2435,-2.5,2,2,17,38,10,0.060783067,0.657851566
565,565,2,3,2400,-2.5,2,2,17,40,8,0.06122449,0.647336218
566,566,1,3,2355,-2.5,2,2,17,57,10,0.061806423,0.684973973
567,567,2,3,2317,-2.5,2,2,17,59,8,0.062310974,0.679183593
568,568,3,3,2274,-2.5,2,2,17,54,13,0.06289709,0.652911781
569,569,4,3,2234,-2.5,2,2,17,47,20,0.063457432,0.660304785
570,570,1,-3,2223,2.5,3,3,17,2,10,-0.06361417,0.390814047
571,571,2,-3,2190,2.5,3,3,17,5,7,-0.064091445,0.388956221
572,572,3,-3,2149,2.5,3,3,17,7,5,-0.064699664,0.387807346
573,573,1,-3,2108,2.5,3,3,17,31,10,-0.065325533,0.388168017
574,574,2,-3,2072,2.5,3,3,17,33,8,-0.065890318,0.389711187
575,575,1,-3,2022,2.5,3,3,17,48,10,-0.066699613,0.391734733
576,576,2,-3,2019,2.5,3,3,17,48,10,-0.066749124,0.387442614
577,577,3,-3,1976,2.5,3,3,17,52,6,-0.06747112,0.398448887
578,578,1,-3,1933,2.5,3,3,17,62,10,-0.068217063,0.428882803
579,579,1,-3,1920,2.5,3,3,17,73,10,-0.068447497,0.458942034
580,580,2,-3,1912,2.5,3,3,17,81,2,-0.068590469,0.468646921
581,581,1,-3,1905,2.5,3,3,17,92,8,-0.068716306,0.495102408
582,582,2,-3,1864,2.5,3,3,17,94,6,-0.069467527,0.4930727
583,583,3,-3,1858,2.5,3,3,17,94,6,-0.069579541,0.486968998
584,584,4,-3,1848,2.5,3,3,17,95,5,-0.069767442,0.472240081
585,585,0,0,1843,-2.5,2,2,20,65,0,0,0.617859404
586,586,1,0,1843,-2.5,2,2,20,25,10,0,0.55585212
587,587,1,0,1836,-2.5,2,2,20,40,10,0,0.565700816
588,588,2,0,1829,-2.5,2,2,20,48,2,0,0.557567064
589,589,1,0,1820,-2.5,1,1,20,61,10,0,0.580847793
590,590,2,0,1802,-2.5,0,0,20,66,5,0,0.587012686
591,591,0,-3,1800,2.5,3,3,23,65,0,-0.070691044,0.421179806
592,592,1,-3,1800,2.5,3,3,23,25,10,-0.070691044,0.40471667
593,593,2,-3,1764,2.5,3,3,23,30,5,-0.071408334,0.41141163
594,594,3,-3,1720,2.5,3,3,23,33,2,-0.072315404,0.413583438
595,595,1,-3,1677,2.5,3,3,23,43,10,-0.073236111,0.43391412
596,596,2,-3,1636,2.5,3,3,23,47,6,-0.074147569,0.448367644
597,597,3,-3,1597,2.5,3,3,23,45,8,-0.075046919,0.429542267
598,598,4,-3,1591,2.5,3,3,23,45,8,-0.075188206,0.425517102
599,599,1,3,1581,-2.5,3,3,23,9,10,0.075425468,0.59702873
600,600,2,3,1577,-2.5,3,3,23,9,10,0.075521004,0.592323634
601,601,3,3,1541,-2.5,3,3,23,16,3,0.076397486,0.585792781
602,602,4,3,1536,-2.5,3,3,23,16,3,0.076521649,0.596745863
603,603,1,-3,1524,2.5,3,3,23,20,10,-0.076822128,0.416655879
604,604,2,-3,1478,2.5,3,3,23,19,11,-0.078007645,0.407656808
605,605,3,-3,1435,2.5,3,3,23,18,12,-0.079166972,0.398070682
606,606,4,-3,1430,2.5,3,3,23,18,12,-0.079305159,0.404433487
607,607,1,3,1422,-2.5,3,3,23,37,10,0.07952777,0.629171406
608,608,2,3,1383,-2.5,3,3,23,39,8,0.0806405,0.622703665
609,609,3,3,1344,-2.5,3,3,23,39,8,0.081801282,0.624547033
610,610,1,3,1309,-2.5,3,3,23,50,10,0.082886845,0.652763614
611,611,1,3,1272,-2.5,3,3,23,66,10,0.084082778,0.721957784
612,612,2,3,1270,-2.5,3,3,23,66,10,0.084148907,0.716263274
613,613,3,3,1232,-2.5,3,3,23,68,8,0.085435766,0.721089183
614,614,3,3,1210,-2.5,3,3,23,58,18,0.08620832,0.709797609
615,615,4,3,1184,-2.5,3,3,23,61,15,0.087148934,0.699466061
616,616,4,3,1176,-2.5,3,3,23,66,10,0.087444606,0.693050097
617,617,0,-6,1171,2.5,3,3,26,65,0,-0.175261871,0.300685849
618,618,1,-6,1171,2.5,3,3,26,25,10,-0.175261871,0.291966248
619,619,2,-6,1130,2.5,3,3,26,31,4,-0.17841031,0.286460172
620,620,1,-6,1102,2.5,3,3,26,37,10,-0.180660619,0.291885771
621,621,1,-6,1062,2.5,3,3,26,60,10,-0.184028302,0.312045345
622,622,2,-6,1035,2.5,3,3,26,64,6,-0.18641093,0.33311184
623,623,1,-6,991,2.5,3,3,26,85,10,-0.190500191,0.369418939
624,624,2,-6,987,2.5,3,3,26,85,10,-0.190885429,0.365793747
625,625,3,-6,942,2.5,3,3,26,93,2,-0.195386883,0.363910358
626,626,4,-6,901,2.5,3,3,26,92,3,-0.199778147,0.334609352
627,627,0,3,900,-2.5,3,3,29,65,0,0.099944491,0.686623984
628,628,1,3,900,-2.5,3,3,29,30,10,0.099944491,0.673429531
629,629,1,3,867,-2.5,3,3,29,41,10,0.101826635,0.689513998
630,630,1,3,838,-2.5,3,3,29,53,10,0.103571502,0.692648426
631,631,2,3,790,-2.5,3,3,29,57,6,0.10666772,0.697165374
632,632,3,3,790,-2.5,3,3,29,57,6,0.10666772,0.68730791
633,633,1,3,749,-2.5,3,3,29,63,10,0.109544512,0.731624381
634,634,1,3,724,-2.5,3,3,29,81,10,0.111417203,0.781185232
635,635,0,9,718,-2.5,3,3,35,85,0,0.335643363,0.877627715
636,636,0,-10,718,2.5,3,3,36,65,0,-0.37293707,0.148712859
637,637,1,-10,710,2.5,3,3,36,35,10,-0.3750293,0.117035048
638,638,1,-10,680,2.5,3,3,36,52,10,-0.383200833,0.135645485
639,639,2,-10,648,2.5,3,3,36,52,10,-0.392534336,0.127912148
640,640,3,-10,643,2.5,3,3,36,52,10,-0.394055203,0.127577851
641,641,4,-10,638,2.5,3,3,36,52,10,-0.395593886,0.122145854
642,642,1,10,632,-2.5,3,3,36,20,10,0.397464317,0.913712087
643,643,2,10,593,-2.5,3,3,36,20,10,0.41030497,0.922793039
644,644,3,10,555,-2.5,3,3,36,25,5,0.424094465,0.930630806
645,645,1,10,511,-2.5,3,3,36,48,10,0.441941738,0.935644448
646,646,2,10,465,-2.5,3,3,36,49,9,0.463241055,0.93746812
647,647,3,10,423,-2.5,3,3,36,52,6,0.485642931,0.931139719
648,648,4,10,419,-2.5,3,3,36,52,6,0.487950036,0.924228687
649,649,1,-10,404,2.5,3,3,36,20,10,-0.496903995,0.074838574
650,650,2,-10,390,2.5,3,3,36,27,3,-0.505721737,0.069801045
651,651,1,-10,369,2.5,3,3,36,40,10,-0.519875245,0.082505273
652,652,2,-10,363,2.5,3,3,36,40,10,-0.524142418,0.07989372
653,653,2,-10,341,2.5,3,3,36,45,5,-0.54073807,0.07900603
654,654,1,-10,311,2.5,3,3,36,66,10,-0.566138517,0.087940504
655,655,2,-10,303,2.5,3,3,36,66,10,-0.573539335,0.085968258
656,656,3,-10,299,2.5,3,3,36,66,10,-0.577350269,0.080608663
657,657,4,-10,294,2.5,3,3,36,66,10,-0.58222251,0.07490243
658,658,0,7,289,-2.5,3,3,39,65,0,0.411054154,0.899666622
659,659,1,7,281,-2.5,3,3,39,41,10,0.416843934,0.914541925
660,660,2,7,235,-2.5,3,3,39,45,6,0.455661188,0.907707291
661,661,3,7,197,-2.5,3,3,39,48,3,0.497468338,0.910604111
662,662,1,7,185,-2.5,3,3,39,55,10,0.513264903,0.934978955
663,663,2,7,178,-2.5,3,3,39,64,1,0.523204565,0.952253579
664,664,1,7,172,-2.5,3,3,39,69,10,0.532200145,0.965560457
665,665,2,7,126,-2.5,3,3,39,71,8,0.621149557,0.965022686
666,666,3,7,120,-2.5,3,3,39,77,2,0.636363636,0.964612519
667,667,4,7,74,-2.5,2,2,39,75,4,0.808290377,0.976140218
668,668,0,-10,69,2.5,0,0,42,65,0,-1.195228609,0.050050838
669,669,1,-10,69,2.5,0,0,42,25,10,-1.195228609,0.014978047
670,670,1,-10,47,2.5,0,0,42,37,10,-1.443375673,0.014869353
671,671,2,-10,45,2.5,0,0,42,37,10,-1.474419562,0.015366079
672,672,2,-10,43,2.5,0,0,42,32,15,-1.507556723,0.020631838
673,673,3,-10,38,2.5,0,0,42,45,2,-1.601281538,0.022026534
674,674,1,-10,21,2.5,0,0,42,53,10,-2.132007164,0.020222751
675,675,2,-10,18,2.5,0,0,42,53,10,-2.294157339,0.018978649
676,676,1,-10,12,2.5,0,0,42,66,10,-2.773500981,0.036260009
677,677,1,10,7,-2.5,2,2,42,42,10,3.535533906,0.979801106
678,678,0,NA,0,-2.5,2,2,NA,58,0,NA,NA
679,679,0,0,3600,-4.5,3,3,0,65,0,0,0.610820177
680,680,1,0,3600,-4.5,3,3,0,25,10,0,0.608236675
681,681,1,0,3600,-4.5,3,3,0,20,15,0,0.57668111
682,682,2,0,3566,-4.5,3,3,0,24,11,0,0.581142919
683,683,3,0,3528,-4.5,3,3,0,33,2,0,0.622491681
684,684,1,0,3499,-4.5,3,3,0,50,10,0,0.632234108
685,685,1,0,3471,-4.5,3,3,0,70,10,0,0.712482718
686,686,2,0,3441,-4.5,3,3,0,76,4,0,0.722155449
687,687,3,0,3437,-4.5,3,3,0,76,4,0,0.717448517
688,688,4,0,3432,-4.5,3,3,0,76,4,0,0.678839284
689,689,0,-3,3428,4.5,3,3,3,65,0,-0.051231552,0.407374945
690,690,1,-3,3428,4.5,3,3,3,25,10,-0.051231552,0.361202074
691,691,2,-3,3396,4.5,3,3,3,26,9,-0.051472289,0.360130701
692,692,3,-3,3352,4.5,3,3,3,19,16,-0.051808913,0.355684886
693,693,4,-3,3344,4.5,3,3,3,19,16,-0.05187083,0.357975084
694,694,1,3,3334,-4.5,3,3,3,38,10,0.051948539,0.692725805
695,695,2,3,3302,-4.5,3,3,3,41,7,0.052199575,0.676463536
696,696,3,3,3266,-4.5,3,3,3,43,5,0.052486388,0.689399256
697,697,4,3,3262,-4.5,3,3,3,43,5,0.052518549,0.687492375
698,698,1,-3,3252,4.5,3,3,3,20,10,-0.05259921,0.294057302
699,699,2,-3,3221,4.5,3,3,3,26,4,-0.052851642,0.302775152
700,700,3,-3,3180,4.5,3,3,3,29,1,-0.053191155,0.30396011
701,701,1,-3,3148,4.5,3,3,3,34,10,-0.053460735,0.328047628
702,702,2,-3,3127,4.5,3,3,3,40,4,-0.05363989,0.330643937
703,703,3,-3,3099,4.5,3,3,3,39,5,-0.053881591,0.325817507
704,704,1,-3,3051,4.5,3,3,3,50,10,-0.054303646,0.332806799
705,705,2,-3,3026,4.5,3,3,3,49,11,-0.054527432,0.320018378
706,706,3,-3,3017,4.5,3,3,3,49,11,-0.054608675,0.307397886
707,707,4,-3,3011,4.5,3,3,3,49,11,-0.054663039,0.308567031
708,708,1,3,3003,-4.5,3,3,3,16,10,0.054735777,0.730556156
709,709,1,3,2972,-4.5,3,3,3,28,10,0.055020407,0.738191509
710,710,1,3,2942,-4.5,3,3,3,39,10,0.055300126,0.755154998
711,711,2,3,2904,-4.5,3,3,3,45,4,0.055660639,0.760897039
712,712,1,3,2862,-4.5,3,3,3,63,10,0.056067421,0.768287094
713,713,1,3,2830,-4.5,3,3,3,80,10,0.056383408,0.785441696
714,714,1,3,2802,-4.5,3,3,3,70,20,0.056664323,0.759188954
715,715,2,3,2765,-4.5,3,3,3,82,8,0.057042055,0.777415427
716,716,1,3,2757,-4.5,3,3,3,91,9,0.057124725,0.795883105
717,717,2,3,2725,-4.5,3,3,3,90,10,0.057459035,0.767662329
718,718,3,3,2700,-4.5,3,3,3,93,7,0.057724338,0.761030791
719,719,4,3,2692,-4.5,3,3,3,93,7,0.057810014,0.752929214
720,720,0,-6,2689,4.5,3,3,6,65,0,-0.115684483,0.309125032
721,721,1,-6,2689,4.5,3,3,6,25,10,-0.115684483,0.248869764
722,722,1,-6,2682,4.5,3,3,6,30,10,-0.115835296,0.253630967
723,723,2,-6,2646,4.5,3,3,6,28,12,-0.116620334,0.23235426
724,724,3,-6,2641,4.5,3,3,6,28,12,-0.116730634,0.226750987
725,725,4,-6,2607,4.5,3,3,6,28,12,-0.117489067,0.241132644
726,726,1,6,2596,-4.5,3,3,6,25,10,0.117737626,0.724887322
727,727,1,6,2578,-4.5,3,3,6,30,5,0.118147784,0.728253426
728,728,2,6,2542,-4.5,3,3,6,29,6,0.118981125,0.735715412
729,729,3,6,2502,-4.5,3,3,6,33,2,0.119928065,0.763555625
730,730,4,6,2495,-4.5,3,3,6,33,2,0.120096115,0.769532937
731,731,1,-6,2484,4.5,3,3,6,33,10,-0.120361628,0.299233493
732,732,2,-6,2462,4.5,3,3,6,37,6,-0.12089798,0.309011516
733,733,3,-6,2455,4.5,2,2,6,37,6,-0.121070147,0.314269238
734,734,4,-6,2422,4.5,2,2,6,30,13,-0.121891815,0.266885824
735,735,1,6,2412,-4.5,3,3,6,19,10,0.122144127,0.771742195
736,736,2,6,2376,-4.5,3,3,6,23,6,0.123065596,0.780127177
737,737,3,6,2338,-4.5,3,3,6,22,7,0.124061246,0.7697539
738,738,4,6,2331,-4.5,3,3,6,22,7,0.124247305,0.776011166
739,739,1,-6,2317,4.5,2,2,6,38,10,-0.124621948,0.272762645
740,740,1,-6,2290,4.5,2,2,6,53,10,-0.125354147,0.286891319
741,741,2,-6,2258,4.5,2,2,6,56,7,-0.126238881,0.28814967
742,742,1,6,2251,-4.5,3,3,6,47,10,0.126434926,0.835222309
743,743,2,6,2213,-4.5,3,3,6,53,4,0.127515343,0.832634888
744,744,1,6,2165,-4.5,3,3,6,57,10,0.128920513,0.847930256
745,745,1,6,2141,-4.5,3,3,6,84,10,0.129640745,0.89347974
746,746,2,6,2097,-4.5,2,2,6,86,8,0.130993127,0.870305668
747,747,1,6,2072,-4.5,2,2,6,95,5,0.131780636,0.861968168
748,748,2,6,2023,-4.5,1,1,6,98,2,0.133366267,0.868039837
749,749,4,6,1934,-4.5,0,0,6,99,1,0.136398868,0.836703947
750,750,0,12,1922,-4.5,0,0,12,85,0,0.273647575,0.888900009
751,751,0,-12,1922,4.5,2,2,12,65,0,-0.273647575,0.111727485
752,752,1,-12,1922,4.5,2,2,12,25,10,-0.273647575,0.079532064
753,753,2,-12,1917,4.5,2,2,12,32,3,-0.274004026,0.086827052
754,754,1,-12,1878,4.5,2,2,12,47,10,-0.276832998,0.084155999
755,755,2,-12,1876,4.5,2,2,12,47,10,-0.276980446,0.082927608
756,756,1,-12,1872,4.5,2,2,12,56,10,-0.277276049,0.095465434
757,757,1,-12,1866,4.5,2,2,12,69,10,-0.277721234,0.115784819
758,758,2,-12,1860,4.5,2,2,12,63,16,-0.278168571,0.109149744
759,759,0,-19,1849,4.5,2,2,19,65,0,-0.441741027,0.04087906
760,760,1,-19,1849,4.5,2,2,19,25,10,-0.441741027,0.023897068
761,761,2,-19,1820,4.5,2,2,19,32,3,-0.445244566,0.023924932
762,762,0,NA,1800,NA,0,NA,NA,68,0,NA,NA
